text,gap_number,word,count_answers,local_global,semantics
3,24,идущих,5,local,глаголы движения
3,24,примчавшихся,3,local,глаголы однонаправленного движения
3,24,прибывших,3,local,глаголы однонаправленного движения
3,24,спешивших,3,local,глаголы быстроты движения
3,24,прискакавших,3,local,глаголы однонаправленного движения
3,24,пришедших,2,local,глаголы однонаправленного движения
3,24,пришедшими,2,local,глаголы однонаправленного движения
3,24,приехавших,2,local,глаголы однонаправленного движения
3,24,прибывшими,2,local,глаголы однонаправленного движения
3,24,пришли,1,local,глаголы однонаправленного движения
3,24,они,1,local,человек
3,24,приехавшими,1,local,глаголы однонаправленного движения
3,24,едущих,1,local,глаголы движения
3,24,испугался,1,local,глаголы выражения эмоционального состояния
3,24,примччавшихся,1,local,глаголы однонаправленного движения
3,24,с плохими,1,local,нормативная оценка
3,24,вернувшихся,1,local,глаголы однонаправленного движения
3,24,опоздали,1,local,глаголы однонаправленного движения
3,24,отправленных,1,local,глаголы однонаправленного движения
3,24,плохими,1,local,нормативная оценка
3,24,ехавших,1,local,глаголы движения
3,24,приехавший,1,local,глаголы однонаправленного движения
3,24,скакавших,1,local,глаголы движения
3,25,города,5,global,место в пространстве
3,25,рима,25,global,место в пространстве
3,25,метрополии,1,global,место в пространстве
3,25,дороги,1,local,"пространство, имеющее направление"
3,25,дворца,1,global,сооружение
3,25,провинции,1,local,место в пространстве
3,25,путешествия,1,local,путешествие
3,25,столицы,1,global,место в пространстве
3,25,села,1,local,место в пространстве
3,26,спрашивать,8,local,глаголы речевой деятельности
3,26,расспрашивать,8,local,глаголы речевой деятельности
3,26,распрашивать,5,local,глаголы речевой деятельности
3,26,кричать,5,local,глаголы речевой деятельности
3,26,говорить,2,local,глаголы речевой деятельности
3,26,разговор,2,local,речь
3,26,разговаривать,1,local,глаголы речевой деятельности
3,26,расспрашиватт,1,local,глаголы речевой деятельности
3,26,есть,1,local,глаголы физиологиеского действия
3,26,выспрашивать,1,local,глаголы речевой деятельности
3,26,речь,1,local,речь
3,26,гоготать,1,local,глаголы речевой деятельности
3,26,расспрашивать о пожаре,1,global,глаголы речевой деятельности
3,26,расспросы,1,local,речь
3,26,с ними диалог,1,local,речь
3,26,их спрашивать,1,local,глаголы речевой деятельности
3,26,опрос,1,local,речь
3,26,распросы,1,local,глаголы речевой деятельности
3,26,диалог,1,local,речь
3,26,допрашивать,1,local,глаголы речевой деятельности
3,26,задавать вопросы,1,local,глаголы речевой деятельности
3,27,города,12,global,место в пространстве
3,27,рима,28,global,место в пространстве
3,27,здания,4,global,сооружение
3,27,рощи,1,local,природа
3,27,замка,1,local,сооружение
3,28,господин,12,global,наименование человека по статусу
3,28,скорее всего,3,local,вероятность
3,28,мой господин,2,local,наименование человека по статусу
3,28,пожар,2,global,пожар
3,28,сначала,2,local,последовательность
3,28,видимо,2,local,вероятность
3,28,возможно,1,global,вероятность
3,28,здания,1,local,сооружение
3,28,в центре,1,local,направление
3,28,рим,1,global,место в пространстве
3,28,везде,1,local,место в пространстве
3,28,неугасаемый,1,local,огонь
3,28,сегодня,1,local,время
3,28,говорят,1,local,глаголы речевой деятельности
3,28,все в огне,1,local,пожар
3,28,по-моему,1,local,вероятность
3,28,мсье,1,local,наименование человека по статусу
3,28,сильный пожар,1,local,пожар
3,28,когда,1,local,-
3,28,вроде,1,local,вероятность
3,28,по-видимому,1,local,вероятность
3,28,трибун,1,local,место в пространстве
3,28,внезапно,1,local,время
3,28,сударь,1,local,наименование человека по статусу
3,29,большого,5,local,характеристика размера
3,29,главного,7,local,характеристика славы
3,29,ворот,4,local,часть сооружения
3,29,центрального,3,local,характеристика местоположения
3,29,приезжего,2,local,характеристика местоположения
3,29,входа,2,local,часть сооружения
3,29,старого,2,local,характеристика возраста
3,29,здания,2,local,сооружение
3,29,колизея,1,local,сооружение
3,29,странствующего,1,local,характеристика местоположения
3,29,популярного,1,local,характеристика славы
3,29,одного,1,local,количество
3,29,конюшен,1,local,сооружение
3,29,ближнего,1,local,характеристика местоположения
3,29,самого,1,local,характеристика славы
3,29,круглого,1,local,характеристика формы
3,29,городского,1,local,характеристика местоположения
3,29,местного,1,global,характеристика местоположения
3,29,шатра,1,local,сооружение
3,30,города,23,global,место в пространстве
3,30,рима,9,local,место в пространстве
3,30,здания,2,local,сооружение
3,30,цирка,2,global,сооружение
3,30,здаия,1,local,сооружение
3,30,площади,1,local,место в пространстве
3,30,двора,1,local,место в пространстве
3,30,рынка,1,local,место в пространстве
3,31,пламя,29,global,огонь
3,31,пока,4,local,время
3,31,огонь,3,global,огонь
3,31,оно,2,local,-
3,31,огниво,2,local,огонь
3,31,бедствие,2,global,беда
3,31,пожарище,1,local,огонь
3,31,задымление,1,local,огонь
3,31,бедствия,1,local,беда
3,32,новые,4,local,время относительно момента речи
3,32,все,12,local,количество
3,32,городские,4,global,характеристика местоположения
3,32,соседние,4,local,характеристика местоположения
3,32,жилые,4,local,характеристика здания
3,32,целые,3,local,характеристика целостности
3,32,огонь,2,local,огонь
3,32,на своём пути,2,local,характеристика местоположения
3,32,ближайшие,2,local,характеристика местоположения
3,32,другие,1,local,отличие
3,32,жилык,1,local,характеристика здания
3,32,остальные,1,local,отличие
3,32,по пути,1,local,характеристика местоположения
3,32,бедные,1,local,характеристика по матеральному состоянию
3,32,многие,1,local,количество
3,32,близлежащие,1,local,характеристика местоположения
3,32,все на своём пути,1,local,характеристика местоположения
3,32,центральные,1,local,характеристика местоположения
3,33,дыма,27,local,последствие пожара
3,33,удушья,6,local,последствие пожара
3,33,удушения,2,local,последствие пожара
3,33,гари,2,local,последствие пожара
3,33,давки,2,local,последствие пожара
3,33,людей,1,local,наименование групп лиц
3,33,голода,1,local,голод
3,33,этого,1,local,-
3,33,огня и дыма,1,local,последствие пожара
3,33,дым,1,local,последствие пожара
3,33,завалов,1,local,последствие пожара
3,34,подвели,13,local,глаголы перемещения объект
3,34,подали,17,local,глаголы перемещения объект
3,34,привели,11,local,глаголы перемещения объект
3,34,оседлал,2,local,глаголы воздействия на объект
3,34,дали,1,local,глаголы перемещения объект
3,34,приданное,1,local,имущество
3,34,взял,1,local,глаголы воздействия на объект
3,34,вывели,1,local,глаголы перемещения объект
3,35,вскочил,25,local,глаголы действия над конем
3,35,сел,13,local,глаголы действия над конем
3,35,запрыгнул,5,local,глаголы действия над конем
3,35,взглянул,2,local,глаголы созерцания
3,35,залез,2,local,глаголы действия над конем
4,1,появлялся,15,local,глаголы бытия
4,1,отвечал,9,local,глаголы речевой деятельности
4,1,мог,3,local,глаголы физиологической деятельности
4,1,говорил,3,local,глаголы речевой деятельности
4,1,приходил,3,local,глаголы однонаправленного движения
4,1,отзывался,2,local,глаголы речевой деятельности
4,1,видел,2,local,глаголы созерцаня
4,1,возвращался,2,local,глаголы однонаправленного движения
4,1,понимал,2,local,глаголы интеллектуальной деятельности
4,1,дышал,1,local,глаголы физиологической деятельности
4,1,подходил,1,local,глаголы однонаправленного движения
4,1,было,1,local,глаголы бытия
4,1,отвечала,1,local,глаголы речевой деятельности
4,1,просыпался,1,local,глаголы физиологической деятельности
4,1,мог понять,1,local,глаголы интеллектуальной деятельности
4,1,шел,1,local,глаголы движения
4,1,читал,1,local,глаголы восприятия
4,1,объявлялся,1,local,глаголы бытия
4,1,мог уснуть,1,local,глаголы физиологической деятельности
4,1,выезжал из города,1,local,глаголы однонаправленного движения
4,1,выходил,1,local,глаголы однонаправленного движения
4,1,понимала,1,local,глаголы интеллектуальной деятельности
4,1,решался это сделать,1,local,глаголы интеллектуальной деятельности
4,1,хотел понять происходящее,1,local,глаголы интеллектуальной деятельности
4,1,спал,1,local,глаголы физиологической деятельности
4,1,не возвращался,1,local,глаголы однонаправленного движения
4,1,знал,1,local,глаголы интеллектуальной деятельности
4,1,звонил,1,local,глаголы социальных отношений
4,1,решался,1,local,глаголы интеллектуальной деятельности
4,1,останавливался,1,local,глаголы изменения состояния
4,1,выходил на связь,1,local,глаголы социальных отношений
4,1,появлялась,1,local,глаголы бытия
4,2,делать,43,local,глаголы деятельности
4,2,думать,6,local,глаголы интеллектуальной деятельности
4,2,сказать,4,local,глаголы речевой деятельности
4,2,подумать,2,local,глаголы интеллектуальной деятельности
4,2,и думать,2,local,глаголы интеллектуальной деятельности
4,2,происходит,1,local,глаголы бытия
4,2,предпринять,1,local,глаголы деятельности
4,2,делать дальш,1,local,глаголы деятельности
4,2,он не в силах,1,local,физическое состояние
4,2,будет дальше,1,local,глаголы бытия
4,2,есть,1,local,глаголы физиологической деятельности
4,2,ему делать,1,local,глаголы деятельности
4,3,не торопясь,4,local,качество работы
4,3,тщательно,6,local,качество работы
4,3,самому,5,local,формат работы
4,3,постоянно,3,local,время
4,3,долго,2,local,время
4,3,непрерывно,2,local,качество работы
4,3,повсеместно,2,local,место
4,3,в себе,2,local,место
4,3,внутри себя,2,local,место
4,3,там,1,local,место
4,3,себя успешно,1,local,поведение
4,3,срочно,1,local,время
4,3,самостоятельно,1,local,формат работы
4,3,всюду,1,local,место
4,3,повсюду,1,local,место
4,3,переговоры,1,local,коммуникация
4,3,бухгалтерию,1,local,экономика
4,3,везде,1,local,место
4,3,без спешки,1,local,качество работы
4,3,вместе,1,local,формат работы
4,3,непрестанно,1,local,время
4,3,в заброшенной деревне,1,local,место
4,3,в другом направлении,1,local,направление работы
4,3,доброкачественно,1,local,качество работы
4,3,упорней,1,local,качество работы
4,3,методично,1,local,качество работы
4,3,усерднее,1,local,качество работы
4,3,дома,1,local,место
4,3,незамедлительно,1,local,время
4,3,осторожно,1,local,качество работы
4,3,до последнего,1,local,качество работы
4,3,pcorr,1,dep,-
4,3,сразу,1,local,время
4,3,более тщательно,1,local,качество работы
4,3,в интернете,1,local,место
4,3,лично,1,local,формат работы
4,3,авто,1,local,транспорт
4,3,правильно,1,local,качество работы
4,3,тщательней,1,local,качество работы
4,3,среди друзей,1,local,место
4,3,себя адекватно,1,local,поведение
4,3,всегда,1,local,время
4,3,обдуманно,1,local,качество работы
4,4,душа,16,local,душа
4,4,натура,13,local,душа
4,4,страсть,9,local,эмоции и чувства
4,4,кровь,5,local,часть тела
4,4,любовь,4,local,эмоции и чувства
4,4,природа,2,local,душа
4,4,голова,2,local,часть тела
4,4,особенность,1,local,особенность
4,4,черта характера,1,local,характер человека
4,4,темпераментная,1,local,характер человека
4,4,надежда,1,local,эмоции и чувства
4,4,впечатлительность,1,local,характер человека
4,4,реакция,1,local,реакция
4,4,не дошла,1,local,глаголы однонаправленного движения
4,4,подруга,1,local,человек
4,4,сущность,1,local,сущность
4,5,разума,50,local,разум
4,5,сердца,2,local,часть тела
4,5,равзума,1,local,разум
4,5,женщины,1,local,человек
4,5,рассудка,1,local,разум
4,5,внутри него,1,local,место
4,5,интуиции,1,local,чувство
4,5,самого себя,1,local,человек
4,5,само убеждения,1,local,мнение
4,5,изнутри,1,local,место
4,5,внутри,1,local,место
4,5,её,1,local,принадлежность
4,6,городским,8,global,характеристика по местоположению
4,6,темным,21,local,свет
4,6,узким,6,local,внешняя характеристика по размеру
4,6,ночным,3,local,время
4,6,улицам,3,local,"пространство, имеющее направление"
4,6,мрачным,2,local,свет
4,6,глухим,2,local,характеристика пространства по количеству людей
4,6,улицам и,2,local,"пространство, имеющее направление"
4,6,мукам,2,local,страдание
4,6,дворам,1,local,место в пространстве
4,6,улочкам и,1,local,"пространство, имеющее направление"
4,6,слабо освещённым,1,local,свет
4,6,пустынным,1,local,характеристика пространства по количеству людей
4,6,безлюным,1,local,характеристика пространства по количеству людей
4,6,многим,1,local,количество
4,6,пустым,1,local,характеристика пространства по количеству людей
4,6,безлюдным,1,local,характеристика пространства по количеству людей
4,6,извилистым,1,local,внешняя характеристика пространства
4,6,лезвию бритвы,1,local,-
4,6,темныи,1,local,свет
4,6,всяким,1,local,количество
4,6,замысловатым,1,local,внешняя характеристика
4,6,разным,1,local,различие
4,7,раба,4,global,человек
4,7,ночью,4,local,время
4,7,и шляпе,4,local,одежда
4,7,очевидно,2,local,ясность
4,7,нараспашку,2,local,способ ношения
4,7,явно,2,local,ясность
4,7,одному,2,local,количество
4,7,до пят,2,local,длина
4,7,в городе,1,local,место в пространстве
4,7,дело,1,local,дело
4,7,для него,1,local,человек
4,7,вчера,1,local,время
4,7,бытие,1,local,бытие
4,7,не,1,local,-
4,7,черни,1,global,цвет
4,7,занятием,1,local,занятие
4,7,в темной шляпе,1,local,одежда
4,7,бродяги,1,local,человек
4,7,на каблуках,1,local,одежда
4,7,это,1,local,-
4,7,и теплой шапке,1,local,одежда
4,7,кругами,1,local,форма
4,7,изначально,1,local,время
4,7,цвета хаки,1,local,цвет
4,7,из кожи,1,local,материал
4,7,надзирателя,1,local,человек
4,7,казалось,1,local,глаголы созерцания
4,7,цвета ночи,1,local,цвет
4,7,двигался человек,1,local,человек
4,7,на распашку,1,local,способ ношения
4,7,стражника,1,local,человек
4,7,не было тайным,1,local,тайна
4,7,до земли,1,local,длина
4,7,жены,1,local,человек
4,7,с поясом,1,local,одежда
4,7,вечерами,1,local,время
4,7,в незнакомом городе,1,local,место в пространстве
4,7,с зонтиком,1,local,одежда
4,7,наверно,1,local,возможность
4,8,бывалые,6,global,человек по отношению к труду
4,8,которые,4,local,-
4,8,свободные,3,local,человек по отношению к труду
4,8,ответственные,2,local,человек по отношению к труду
4,8,опытные,2,local,человек по отношению к труду
4,8,простые,2,local,нормативная оценка
4,8,недалекие,1,local,интеллектуальная характеристика
4,8,разума,1,local,разум
4,8,его,1,local,принадлежность
4,8,пленника,1,local,человек
4,8,послушники,1,local,человек
4,8,бывалве,1,global,человек по отношению к труду
4,8,смекалистые,1,local,человек по отношению к труду
4,8,честные,1,local,характер человека
4,8,в подчинении,1,local,человек по отношению к труду
4,8,из народа,1,local,принадлежность
4,8,знающие,1,local,человек по отношению к труду
4,8,подчиняющиеся,1,local,человек по отношению к труду
4,8,живущие неподалёку,1,local,глаголы физиологической деятельности
4,8,влиятельные,1,local,характеристика человека по статусу
4,8,в площах,1,local,одежда
4,8,преданные,1,local,характер человека
4,8,в черном,1,local,одежда
4,8,знали его и,1,local,глаголы интеллектуальной деятельности
4,8,хорошие,1,local,нормативная оценка
4,8,прыткие,1,local,характеристика ловкости человека
4,8,хваткие,1,local,характеристика ловкости человека
4,8,покладистые,1,local,характер человека
4,8,с улицы,1,local,место в пространстве
4,8,заинтересованные,1,local,глаголы выражения эмотивного состояния
4,8,добрейшей души,1,local,характер человека
4,8,подневольные,1,local,человек по отношению к труду
4,8,благодарили,1,local,глаголы социальных взаимоотношений
4,8,близкие,1,local,человек по отношениюк другим людям
4,8,не замысловатые,1,local,интеллектуальная характеристика
4,8,умные,1,local,интеллектуальная характеристика
4,8,беглые,1,local,человек по отношению к труду
4,8,старательные,1,local,человек по отношению к труду
4,8,темные,1,local,цвет
4,8,охотники,1,local,человек
4,8,деятельные,1,local,человек по отношению к труду
4,8,гобюые,1,dep,-
4,9,дельными,6,global,прагматическая оценка
4,9,успешными,7,local,прагматическая оценка
4,9,удачливые,5,local,прагматическая оценка
4,9,результативными,3,local,прагматическая оценка
4,9,эффективными,3,local,прагматическая оценка
4,9,удачливыми,2,local,прагматическая оценка
4,9,расторопнее,2,local,прагматическая оценка
4,9,эффективнее,2,local,пргаматическая оценка
4,9,опытными,2,local,человек по отношению к труду
4,9,проворными,2,local,прагматическая оценка
4,9,бдительны,1,local,человек по отношению к труду
4,9,расторопными,1,local,человек по отношению к труду
4,9,тщательные,1,local,человек по отношению к труду
4,9,ближе,1,local,место в пространстве
4,9,способные,1,local,человек по отношению к труду
4,9,внимательными,1,local,человек по отношению к труду
4,9,продуктивными,1,local,прагматическая оценка
4,9,влиятельные,1,local,характеристика человека по статусу
4,9,удачливы,1,local,прагматическая оценка
4,9,находчивыми,1,local,человек по отношению к труду
4,9,умнее,1,local,интеллектуальная характеристика
4,9,бесполезные,1,local,прагматическая характеристика
4,9,результативны,1,local,прагматическая характеристика
4,9,прыткие,1,local,характеристика ловкости человека
4,9,плодотворны,1,local,прагматическая оценка
4,9,проворные,1,local,человек по отношению к труду
4,9,рьяными,1,local,человек по отношению к труду
4,9,сообразительными,1,local,интеллектуальная характеристика
4,9,прыткими,1,local,человек по отношению к труду
4,9,продуктивные,1,local,прагматическая оценка
4,9,решительными,1,local,человек по отношению к труду
4,9,удачливее,1,local,прагматическая оценка
4,9,правы,1,local,прагматическая оценка
4,9,успешные,1,local,прагматическая оценка
4,9,полезными,1,local,человек по отношению к труду
4,9,слабее,1,local,человек по отношению к труду
4,9,пронырнее,1,local,человек по отношению к труду
4,9,ушлые,1,local,человек по отношению к труду
4,9,способными,1,local,человек по отношению к труду
4,9,пылким,1,local,человек по отношению к труду
4,10,любовью,17,global,эмоции и чувства
4,10,ним,8,local,человек
4,10,интересом,6,local,эмоции и чувства
4,10,ними,6,local,человек
4,10,хилоном,2,global,человек
4,10,тягой,2,local,желание
4,10,этим,2,local,-
4,10,солидарностью,1,local,эмоции и чувства
4,10,страстью,1,local,эмоции и чувства
4,10,другом,1,local,человек
4,10,присоединением,1,local,присоединение
4,10,рвением,1,local,эмоции и чувства
4,10,чувствам,1,local,эмоции и чувства
4,10,визитом,1,local,посещение
4,10,ней,1,local,-
4,10,людьми,1,local,наименование групп лиц
4,10,тем,1,local,-
4,10,влечением,1,local,эмоции и чувства
4,10,привязанностью,1,local,эмоции и чувства
4,10,желанием,1,local,эмоции и чувства
4,10,ужасом,1,local,эмоции и чувства
4,10,симпатией,1,local,эмоции и чувства
4,10,чувствами,1,local,эмоции и чувства
4,10,нетерпением,1,local,эмоции и чувства
4,11,желание,22,global,Желание
4,11,желающего,6,global,Желание
4,11,жаждущего,5,global,Желание
4,11,стремление,3,local,Желание
4,11,чтобы,3,dep,-
4,11,стремящегося,2,local,Желание
4,11,мечтающего,2,global,Мечта
4,11,хатящего,1,local,желание
4,11,азарт,1,local,желание
4,11,помог,1,local,глаголы социальных взаимоотношений
4,11,и любовь,1,local,эмоции и чувства
4,11,вовы,1,dep,человек
4,11,жаждущешо,1,global,желание
4,11,умеющего,1,local,глаголы деятельности
4,11,легко,1,local,степень сложности
4,11,страсть,1,local,эмоции и чувства
4,11,жажда,1,local,желание
4,11,страстью,1,local,эмоции и чувства
4,11,надо,1,local,необходимость
4,11,желание победить,1,local,желание
4,11,хотелось,1,local,желание
4,11,и огромное желание,1,local,желание
4,11,хотел,1,local,желание
4,11,который помогал ему,1,local,глаголы социальных взаимоотношений
4,11,побуждающий,1,local,желание
4,11,побольше,1,local,количество
4,11,пытавшегося,1,local,глаголы социальной деятельности
4,11,в надежде,1,local,эмоции и чувства
4,12,малых,23,local,возраст
4,12,ранних,14,local,возраст
4,12,пятнадцати,6,local,возраст
4,12,юных,6,local,возраст
4,12,десяти,2,local,возраст
4,12,10,1,local,возраст
4,12,14,1,local,возраст
4,12,двадцати,1,local,возраст
4,12,35,1,local,возраст
4,12,многих,1,local,возраст
4,12,5,1,local,возраст
4,12,первых,1,local,возраст
4,12,младых,1,local,возраст
4,12,17,1,local,возраст
4,12,25,1,local,возраст
4,12,юношеских,1,local,возраст
4,12,восемнадцати,1,local,возраст
4,12,раних,1,local,возраст
4,12,девяти,1,local,возраст
4,13,понимающего,7,global,глаголы интеллектуальной деятельности
4,13,знающего,6,global,глаголы интеллектуальной деятельности
4,13,понимая,4,global,глаголы интеллектуальной деятельности
4,13,подозревая,3,global,глаголы интеллектуальной деятельности
4,13,смотря на то,3,local,глаголы созерцания
4,13,верящего,3,local,-
4,13,думая,3,local,глаголы интеллектуальной деятельности
4,13,то,2,local,-
4,13,догадываясь,2,local,глаголы интеллектуальной деятельности
4,13,думавшего,2,local,глаголы интеллектуальной деятельности
4,13,сомневающегося,1,local,глаголы интеллектуальной деятельности
4,13,желавшего знать,1,local,глаголы интеллектуальной деятельности
4,13,думать,1,local,глаголы интеллектуальной деятельности
4,13,подозревающего,1,local,глаголы интеллектуальной деятельности
4,13,предполагающего,1,local,глаголы интеллектуальной деятельности
4,13,боящегося,1,local,глаголы выражения эмотивного состояния
4,13,зная,1,local,глаголы интеллектуальной деятельности
4,13,верившего,1,local,глаголы выражения эмотивного состояния
4,13,ведающего,1,local,глаголы интеллектуальной деятельности
4,13,бояться,1,local,глаголы выражения эмотивного состояния
4,13,знал,1,local,глаголы интеллектуальной деятельности
4,13,уверенного,1,local,глаголы выражения эмотивного состояния
4,13,смотря,1,local,глаголы созерцания
4,13,прикосного,1,local,-
4,13,допускающего мысли,1,local,глаголы интеллектуальной деятельности
4,13,признающего,1,local,глаголы интеллектуальной деятельности
4,13,думал,1,dep,глаголы интеллектуальной деятельности
4,13,привыкшим,1,local,глаголы физиологической деятельности
4,13,предполагал,1,local,глаголы интеллектуальной деятельности
4,13,веря,1,dep,глаголы выражения эмотивного состояния
4,13,мудрено,1,local,интеллектуальная деятельность
4,13,ожидал,1,local,глаголы интеллектуальной деятельности
4,13,пугало,1,local,глаголы выражения эмотивного состояния
4,13,осознавая,1,local,глаголы интеллектуальной деятельности
4,13,думающего,1,local,глаголы интеллектуальной деятельности
4,13,думая о том,1,local,глаголы интеллектуальной деятельности
4,13,сознавая,1,local,глаголы интеллектуальной деятельности
4,13,понимавшего,1,local,глаголы интеллектуальной деятельности
4,14,отказаться,38,local,глаголы прекращения бытия
4,14,отказываться,12,local,глаголы прекращения бытия
4,14,бежать,3,local,глаголы движения
4,14,убегать,2,local,глаголы одностороннего движения
4,14,отступиться,1,local,глаголы прекращения бытия
4,14,зависеть,1,local,глаголы социального взаимоотношения
4,14,неизвестного,1,local,интеллектульная деятельность
4,14,спасаться,1,local,глаголы социального взаимоотношения
4,14,отказатся,1,local,глаголы прекращения бытия
4,14,отказаться,1,local,глаголы прекращения бытия
4,14,откзаться,1,local,глаголы прекращения бытия
4,15,военная,6,global,военная служба
4,15,строгая,14,local,нормативная оценка
4,15,жесткая,11,local,нормативная оценка
4,15,железная,4,local,характеристика прочности
4,15,армейская,3,global,военная служба
4,15,эта,2,local,-
4,15,его,2,local,принадлежность
4,15,вовремя,1,local,время
4,15,своевременная,1,local,время
4,15,постоянная,1,local,время
4,15,трудовая,1,local,характеристика по труду
4,15,что,1,local,-
4,15,жосткая,1,local,характеристика прочности
4,15,собственная,1,local,принадлежность
4,15,плохая,1,local,нормативная оценка
4,15,со временем,1,local,время
4,15,твёрдая,1,local,характеристика прочности
4,15,новая,1,local,время
4,15,не смотря ни на что,1,local,-
4,15,всё таки,1,local,-
4,15,суровая,1,local,характер человека
4,15,натренерованная,1,local,характеристика человека по труду
4,15,иногда,1,local,время
4,15,неоспоримая,1,local,характеристика по статусу
4,15,такая,1,local,-
4,15,в том что,1,local,-
4,15,непостоянная,1,local,время
4,16,своеволие,3,global,характер человека
4,16,пыл,28,local,желание
4,16,нрав,8,local,характер человека
4,16,желание,3,local,желание
4,16,желания,3,local,желание
4,16,азарт,2,local,желание
4,16,характер,2,local,характер человека
4,16,похоть,2,local,желание
4,16,темперамент,1,local,характер человека
4,16,тщеславие,1,local,характер человека
4,16,потребности,1,local,потребность
4,16,своенравие,1,local,характер человека
4,16,порыв,1,local,желание
4,16,действия,1,local,дейсвтие
4,16,натуру,1,local,характер человека
4,16,нрав,1,local,характер человека
4,16,душевный порыв,1,local,характер человека
4,16,страхи,1,local,эмоции и чувства
4,16,на долго ли,1,local,время
4,16,рвение,1,local,желание
4,16,умыслы,1,local,мысль
4,16,эго,1,local,характер человека
4,17,приказ,42,dep,приказ
4,17,человек,6,local,человек
4,17,долг,3,local,долг
4,17,раз,2,local,количество
4,17,его приказ,2,dep,приказ
4,17,бред,1,local,неясность
4,17,договор,1,local,документ
4,17,приказ повереный,1,local,приказ
4,17,указ,1,local,приказ
4,17,люд,1,local,наименование групп лиц
4,17,идущий,1,local,глаголы движения
4,17,поступок,1,local,поступок
4,17,порок,1,local,недостаток
4,18,пребывание,23,global,бытие
4,18,время,24,local,время
4,18,проживание,8,local,бытие
4,18,прибывание,3,global,бытие
4,18,времяпровождение,1,local,бытие
4,18,прозябание,1,local,бытие
4,18,приказы,1,local,приказ
4,18,восхождение,1,local,деятельность
4,18,молчание,1,local,тишина
4,18,покорение,1,local,деятельность
4,19,покорности,7,global,характер
4,19,жизни,24,local,жизнь
4,19,доле,8,local,жизнь
4,19,работе,8,local,работа
4,19,силе,4,local,сила
4,19,жизне,2,local,жизнь
4,19,кабале,1,local,жизнь
4,19,судьбе,1,local,судьба
4,19,услужливости,1,local,характер
4,19,воле,1,local,воля
4,19,сущности,1,local,сущность
4,19,сиое,1,dep,сила
4,19,послушности,1,local,характер
4,19,физической силе,1,local,сила
4,19,психологии,1,local,наука
4,19,культуре,1,local,культура
4,19,зависимости,1,local,зависимость
4,19,натуре,1,local,характер
4,20,пределов,4,local,ограничение
4,20,преград,22,local,ограничение
4,20,места,7,local,место
4,20,предела,5,local,ограничение
4,20,препятствий,3,local,ограничение
4,20,границ,3,local,ограничение
4,20,отказа,3,local,отказ
4,20,ограничений,2,local,ограничение
4,20,приград,2,local,ограничение
4,20,оснований,2,local,основание
4,20,оправданий,1,local,речь
4,20,времени,1,local,время
4,20,удовлетворения,1,local,эмотивное состояние
4,20,слова,1,local,речь
4,20,не хочу,1,local,желание
4,20,откпза,1,local,отказ
4,20,запретов,1,local,запрет
4,20,покорение,1,global,характер
4,20,средств,1,local,средство
4,20,причин,1,local,причина
4,20,это свобода,1,local,свобода
4,20,невозможного,1,local,ограничение
4,21,страдало,20,global,глаголы выражения эмотивного состояния
4,21,было,6,local,глаголы бытия
4,21,терпеть,3,local,глаголы выражения эмотивного состояния
4,21,ему,3,local,человек
4,21,приходилось,2,local,глаголы бытия
4,21,было задето,2,local,глагоы воздействия на объект
4,21,исправить,1,local,глагоы воздействия на объект
4,21,было усмирить,1,local,глаголы выражения эмотивного состояния
4,21,обуздать,1,local,глаголы социальных взаимоотношений
4,21,переживало,1,local,глаголы выражения эмотивного состояния
4,21,ощущалось,1,local,глаголы выражения эмотивного состояния
4,21,усмирить,1,local,глаголы социальных взаимоотношений
4,21,теряя,1,local,глаголы владения
4,21,задето,1,local,глаголы воздейтсвия на объект
4,21,пострадало,1,local,глаголы выражения эмотивного состояния
4,21,что,1,local,-
4,21,унять,1,local,глаголы выражения эмотивного состояния
4,21,переносить,1,local,глаголы воздейтсвия на объект
4,21,переживает,1,local,глаголы выражения эмотивного состояния
4,21,скрипело,1,local,глаголы звучания
4,21,обошлось,1,local,глаголы бытия
4,21,давалось,1,local,глаголы бытия
4,21,нести,1,local,глаголы воздейтсвия на объект
4,21,осознать,1,local,глаголы интеллектуальной деятельности
4,21,востановить,1,local,глаголы воздействия на объект
4,21,вспоминать,1,local,глаголы интеллектуальной деятельности
4,21,понимать,1,local,глаголы интеллектуальной деятельности
4,22,бегстве,4,global,исчезновение
4,22,сердце,7,local,часть тела
4,22,существовании,6,local,бытие
